line,secDetail,orderDetail,node,distance,distancePreviousStop,name,latitude,longitude
55,10,1,2540,3195,339,P STA.M CABEZA-ZUJAR,40.387834515131,-3.7153503496744
55,10,1,3135,3499,304,ANTONIO LEYVA-PZA.FDEZ.LADREDA,40.386037936018,-3.7174166592795
55,10,1,2966,3739,240,LA VIA-PLAZA ELIPTICA,40.386034289139,-3.7194536340361
55,10,1,4587,4042,303,LA VIA-PORTALEGRE,40.387031414636,-3.7228031574398
55,10,1,5549,4397,355,VALLE DE ORO-C VIEJO LEGANES,40.387681557177,-3.7268759859706
55,10,1,5600,4816,419,GTA.VALLE DE ORO-GRAL.RICARDOS,40.388445110403,-3.731512113642
55,10,1,2547,5085,269,OCA-MATILDE HERNANDEZ,40.389662768571,-3.7341267724241
55,10,1,2549,5301,216,NTRA.SRA.VALVANERA-TORTOLA,40.390703261427,-3.7362588784879
55,10,1,2551,5536,235,NTRA.SRA.VALVANERA-ALGODRE,40.39185053503,-3.7385925184498
55,10,1,2553,5806,270,NTRA.SRA.VALVANERA-LAGUNA,40.393294000994,-3.7410909074398
55,10,1,2554,6211,405,ALHAMBRA-GTA.LOS CARMENES,40.395899871206,-3.7435420972964
55,10,1,2262,6559,348,LAGUNA,40.398994660862,-3.7442089299469
55,10,1,2556,6932,373,CONCEJAL FCO.J.JIMENEZ-ALEJANDRINA MORAN,40.400508902273,-3.7468887815694
55,10,1,2558,7166,234,CONCEJAL FCO.J.JIMENEZ-CARBONERAS,40.400157980579,-3.7496069849451
55,10,1,4781,7403,237,CONCEJAL FCO.J.JIMENEZ-BERLANAS,40.399752792112,-3.7523481233907
55,10,1,5186,7601,198,CONCEJAL FCO.J.JIMENEZ-SEPULVEDA,40.400198779163,-3.7544152724646
55,10,1,5188,7914,313,SEPULVEDA-LOS YEBENES,40.398393197151,-3.7563747605675
55,10,1,2635,8635,721,C CAMPAMENTO-METRO CASA DE CAMPO,40.403077086518,-3.7606106522733
55,10,1,2633,8762,127,C CAMPAMENTO-SAN ROBERTO,40.403983259612,-3.7598077175622
55,10,1,2631,9003,241,C CAMPAMENTO-SAN JUAN DE MATA,40.405277512144,-3.7575242370548
55,10,1,2629,9245,242,C CAMPAMENTO-VILLAGARCIA,40.406221859565,-3.7550128437838
55,10,1,3936,9402,157,BATAN,40.407024581883,-3.7534897512312
55,20,1,3936,0,0,BATAN,40.407024581883,-3.7534897512312
55,20,1,2628,378,378,C CAMPAMENTO-VILLAGARCIA,40.406220243307,-3.755260309844
55,20,1,2630,614,236,C CAMPAMENTO-SAN JUAN DE MATA,40.405285362185,-3.7577010969746
55,20,1,2632,845,231,C CAMPAMENTO-SAN ROBERTO,40.404036844596,-3.7598790275616
55,20,1,5336,967,122,C CAMPAMENTO-METRO CASA DE CAMPO,40.403148532508,-3.7607057318462
55,20,1,5192,1787,820,SEPULVEDA-LOS YEBENES,40.398224659646,-3.7559722332116
55,20,1,5187,2046,259,CONCEJAL FCO.J.JIMENEZ-BARBERAN Y COLLAR,40.400017536929,-3.7545782234676
55,20,1,5381,2246,200,CONCEJAL FCO.J.JIMENEZ-BERLANAS,40.399581803198,-3.7523202954805
55,20,1,4782,2454,208,CONCEJAL FCO.J.JIMENEZ-CARBONERAS,40.399894760979,-3.7499092671775
55,20,1,2557,2765,311,CONCEJAL FCO.J.JIMENEZ-ALEJANDRINA MORAN,40.400431555731,-3.7463105130692
55,20,1,5094,3040,275,LAGUNA,40.399415381153,-3.7446283518286
55,20,1,5100,3250,210,ALHAMBRA-CULLERA,40.397544170814,-3.7442165248125
55,20,1,2555,3437,187,ALHAMBRA-GTA.LOS CARMENES,40.395889142667,-3.7438094570373
55,20,1,639,3719,282,NTRA.SRA.VALVANERA-LAGUNA,40.393970448477,-3.7423744040486
55,20,1,4766,3910,191,NTRA.SRA.VALVANERA-VIA CARPETANA,40.39276454806,-3.74076697217
55,20,1,2552,4179,269,NTRA.SRA.VALVANERA-ALGODRE,40.391348626269,-3.7381864340168
55,20,1,2550,4372,193,NTRA.SRA.VALVANERA-TORTOLA,40.390369652731,-3.7363023739875
55,20,1,2548,4553,181,OCA-MATILDE HERNANDEZ,40.389552573596,-3.7344554735131
55,20,1,5601,4839,286,GTA.VALLE DE ORO-GRAL.RICARDOS,40.388408681961,-3.7315741633608
55,20,1,2471,5297,458,AV.OPORTO-C VIEJO LEGANES,40.3859943854,-3.7272725546728
55,20,1,2472,5644,347,AV.OPORTO-PORTALEGRE,40.38529866866,-3.7232865186196
55,20,1,5051,5990,346,PLAZA ELIPTICA,40.385143917619,-3.7192097122753
55,20,1,2543,6252,262,P STA.M CABEZA-PZA.FDEZ.LADREDA,40.38559051236,-3.7169288754588
55,20,1,2541,6509,257,P STA.M CABEZA-ZUJAR,40.387296634825,-3.7149205183153
55,20,1,2539,6882,373,P STA.M CABEZA-MANUEL NOYA,40.389657641738,-3.7118939244725
55,20,1,2537,7299,417,P STA.M CABEZA-MARIBLANCA,40.391539694227,-3.7076249437945
55,20,1,2535,8090,791,P STA.M CABEZA-P CHOPERA,40.397418700044,-3.7023462357046
55,20,1,5335,8327,237,P STA.M CABEZA-CACERES,40.399131210082,-3.7007284488
55,20,1,1929,8597,270,SANTA MARIA DE LA CABEZA,40.400818752367,-3.6987662281751
55,20,1,1930,8910,313,FERROCARRIL,40.400667768379,-3.6954180069555
55,20,1,1184,9240,330,METRO PALOS DE LA FRONTERA,40.402688037866,-3.6935415143369
55,20,1,2420,9676,436,ATOCHA,40.406097665491,-3.6928340591523
56,10,1,2224,0,0,DIEGO DE LEON,40.434057834519,-3.6751650324143
56,10,1,4591,170,170,MALDONADO,40.433362650093,-3.6738777142471
56,10,1,811,508,338,FRANCISCO SILVELA-JUAN BRAVO,40.431168359975,-3.6716618117766
56,10,1,3829,850,342,MANUEL BECERRA,40.42855023416,-3.6695102270345
56,10,1,1427,965,115,MANUEL BECERRA,40.427480894638,-3.6690398633517
56,10,1,148,1270,305,Doctor Esquerdo-Goya,40.425157269181,-3.668922532296
56,10,1,150,1632,362,Casa de la Moneda,40.421930481385,-3.6691970483402
56,10,1,1256,2040,408,HOSPITAL GREGORIO MARAON,40.418334209364,-3.6694914518929
56,10,1,4712,2294,254,METRO SAINZ DE BARANDA,40.41605398481,-3.6696574366942
56,10,1,4714,2619,325,SAMARIA,40.413133907772,-3.669860675422
56,10,1,1431,2873,254,NAZARET,40.410862511713,-3.6700573680585
56,10,1,1433,3267,394,METRO CONDE DE CASAL,40.407329147023,-3.6703770587617
56,10,1,4716,3447,180,CONDE DE CASAL-DOCTOR ESQUERDO,40.405875657106,-3.6709023873622
56,10,1,1435,3709,262,CAVANILLES,40.403946396614,-3.6726839179983
56,10,1,1437,3991,282,PACIFICO,40.401863456634,-3.6745510170221
56,10,1,1410,4384,393,CIUDAD DE BARCELONA-SECO,40.399643990403,-3.6720165475723
56,10,1,2058,4582,198,PUENTE DE VALLECAS,40.398619096684,-3.6700974023984
56,10,1,1000,4697,115,PUENTE DE VALLECAS-TERMINAL,40.398001198831,-3.6694549637738
56,20,1,1000,0,0,PUENTE DE VALLECAS-TERMINAL,40.398001198831,-3.6694549637738
56,20,1,1411,335,335,CIUDAD DE BARCELONA-SECO,40.399815897386,-3.6718898127412
56,20,1,3720,698,363,PACIFICO,40.401649308933,-3.6741965319791
56,20,1,1436,1005,307,CAVANILLES,40.403931217005,-3.6721958847227
56,20,1,4717,1285,280,CONDE DE CASAL-DOCTOR ESQUERDO,40.405987257888,-3.6703001059321
56,20,1,1434,1416,131,METRO CONDE DE CASAL,40.407223463755,-3.6699588151889
56,20,1,1432,1826,410,NAZARET,40.410918856547,-3.6696619236038
56,20,1,4715,2075,249,SAMARIA,40.413127063311,-3.669486985051
56,20,1,4713,2409,334,METRO SAINZ DE BARANDA,40.416128781958,-3.6691867093792
56,20,1,1257,2643,234,HOSPITAL GREGORIO MARAON,40.418237572981,-3.6690661586739
56,20,1,5822,2884,241,DOCTOR ESQUERDO-O DONNELL,40.420391807656,-3.6688765054423
56,20,1,151,3141,257,Casa de la Moneda,40.422671968322,-3.6687210940731
56,20,1,149,3386,245,Doctor Esquerdo-Goya,40.424799277966,-3.6685134703879
56,20,1,1428,3707,321,MANUEL BECERRA,40.42768426097,-3.668145934364
56,20,1,782,3951,244,PARQUE EVA DUARTE,40.429432239017,-3.669660442491
56,20,1,784,4368,417,FRANCISCO SILVELA-JUAN BRAVO,40.432569990712,-3.6723088591194
56,20,1,2224,4741,373,DIEGO DE LEON,40.434057834519,-3.6751650324143
57,10,1,5705,0,0,ATOCHA-RENFE,40.406142848276,-3.6897975353047
57,10,1,1402,568,568,BASILICA DE ATOCHA,40.40543220509,-3.6850728051841
57,10,1,1404,992,424,MENENDEZ PELAYO,40.403972801536,-3.6804879422283
57,10,1,1406,1211,219,JUNTA MUNICIPAL RETIRO,40.402958705255,-3.6782881844331
57,10,1,1408,1505,294,PACIFICO,40.401425768227,-3.6754516711529
57,10,1,1410,1858,353,CIUDAD DE BARCELONA-SECO,40.399643990403,-3.6720165475723
57,10,1,2058,2056,198,PUENTE DE VALLECAS,40.398619096684,-3.6700974023984
57,10,1,1001,2430,374,JUNTA MUNICIPAL PUENTE DE VALLECAS,40.39671212493,-3.6664727948362
57,10,1,1003,2759,329,AV.ALBUFERA-SIERRA CARBONERA,40.395045901367,-3.663263159687
57,10,1,2561,3119,360,SIERRA DEL CADI-AV.ALBUFERA,40.393197432735,-3.6603994939032
57,10,1,2563,3340,221,CARLOS MARTIN ALVAREZ-ARROYO OLIVAR,40.391522685642,-3.661813520401
57,10,1,2565,3638,298,CARLOS MARTIN ALVAREZ-JAVIER MIGUEL,40.389456249652,-3.6639741528195
57,10,1,5667,3943,305,MARTINEZ DE LA RIVA-PTO.DE LA BONAIGUA,40.386841772943,-3.6642995693311
57,10,1,2569,4290,347,MARTINEZ DE LA RIVA-GARCIA MIRANDA,40.383736983335,-3.6637224248345
57,10,1,4597,4564,274,MADRID SUR,40.381784668241,-3.6632626632821
57,10,1,4598,4860,296,AV.PQUE.PALOMERAS BAJAS-ROMEO Y JULIETA,40.380128298279,-3.6614652145123
57,10,1,2575,5021,161,AV.PQUE.PALOMERAS BAJAS-MOGAMBO,40.379850240926,-3.6596742301463
57,10,1,2576,5191,170,AV.PQUE.PALOMERAS BAJAS-AHIJONES,40.378876972257,-3.6581450870036
57,10,1,2109,5596,405,PARQUE DE PALOMERAS,40.377909626525,-3.6539773111315
57,10,1,2577,5960,364,MOGAMBO,40.379709509379,-3.6527224348035
57,10,1,2088,6269,309,PABLO NERUDA-VILLALOBOS,40.381582176667,-3.6513386056788
57,10,1,2582,6555,286,AV.PABLO NERUDA-LAGO CALAFATE,40.38304843862,-3.6485252979325
57,10,1,2584,6851,296,AV.PABLO NERUDA-AV.PALOMERAS,40.385302563944,-3.6465817873409
57,10,1,2586,7183,332,AV.PABLO NERUDA-LUIS BUUEL,40.387881055382,-3.6446247462146
57,10,1,4088,7553,370,ALTO DEL ARENAL,40.390280531639,-3.6456868174185
57,20,1,4088,0,0,ALTO DEL ARENAL,40.390280531639,-3.6456868174185
57,20,1,1013,190,190,AV.ALBUFERA-ALTO DEL ARENAL,40.389809864609,-3.6460805585138
57,20,1,2587,500,310,AV.PABLO NERUDA-LUIS BUUEL,40.388050285807,-3.6449727456904
57,20,1,2585,843,343,AV.PABLO NERUDA-AV.PALOMERAS,40.385407845705,-3.6470870368988
57,20,1,2583,1176,333,AV.PABLO NERUDA-LAGO CALAFATE,40.382963131143,-3.6492784603967
57,20,1,2581,1394,218,AV.PABLO NERUDA-VILLALOBOS,40.381915106921,-3.6514101407901
57,20,1,2578,1711,317,AV.BUENOS AIRES-MOGAMBO,40.380121706281,-3.653115168001
57,20,1,2579,2016,305,MOGAMBO-LA VIOLETERA,40.379727593878,-3.6558950659975
57,20,1,2580,2219,203,MOGAMBO-VOLVER A EMPEZAR,40.379741044797,-3.6582842580122
57,20,1,2574,2566,347,AV.PQUE.PALOMERAS BAJAS-ROMEO Y JULIETA,40.380268915292,-3.6620815305446
57,20,1,2572,3007,441,CANDILEJAS-AV.PABLO NERUDA,40.381980827552,-3.6636180103344
57,20,1,2570,3166,159,MARTINEZ DE LA RIVA-LA DILIGENCIA,40.383306292794,-3.6634189600053
57,20,1,2568,3480,314,MARTINEZ DE LA RIVA-PEA FALCONERA,40.386086805815,-3.6639881895008
57,20,1,2566,3775,295,CARLOS MARTIN ALVAREZ-JAVIER DE MIGUEL,40.38859082643,-3.6640716907856
57,20,1,2564,4149,374,CARLOS MARTIN ALVAREZ-ARROYO DEL OLIVAR,40.391405838345,-3.6617664250596
57,20,1,2562,4377,228,SIERRA DEL CADI-AV.ALBUFERA,40.393099247747,-3.6602394681003
57,20,1,1004,4765,388,AV.ALBUFERA-SIERRA CARBONERA,40.395315439113,-3.6633907053849
57,20,1,1002,5034,269,JUNTA MUNICIPAL PUENTE DE VALLECAS,40.396705899977,-3.6659896166929
57,20,1,2057,5507,473,AV.CDAD.BARCELONA-M30,40.399138922973,-3.6705621231305
57,20,1,1411,5642,135,CIUDAD DE BARCELONA-SECO,40.399815897386,-3.6718898127412
57,20,1,1409,6008,366,PACIFICO,40.4017051676,-3.6754308954325
57,20,1,1407,6284,276,JUNTA MUNICIPAL RETIRO,40.403131068159,-3.6780848651266
57,20,1,1405,6615,331,MENENDEZ PELAYO,40.404633588213,-3.6814856912322
57,20,1,1403,6930,315,BASILICA DE ATOCHA,40.405676130543,-3.6849574294528
57,20,1,5705,7547,617,ATOCHA-RENFE,40.406142848276,-3.6897975353047
58,10,1,1000,0,0,PUENTE DE VALLECAS-TERMINAL,40.398001198831,-3.6694549637738
58,10,1,1001,322,322,JUNTA MUNICIPAL PUENTE DE VALLECAS,40.39671212493,-3.6664727948362
58,10,1,1003,651,329,AV.ALBUFERA-SIERRA CARBONERA,40.395045901367,-3.663263159687
58,10,1,1005,887,236,AV.ALBUFERA-SIERRA DEL CADI,40.393860862636,-3.6609656604667
58,10,1,1007,1196,309,AV.ALBUFERA-PAYASO FOFO,40.392292423679,-3.6579599085234
58,10,1,1009,1504,308,AV.ALBUFERA-AV.BUENOS AIRES,40.39149212226,-3.6545210753853
58,10,1,1011,1783,279,AV.ALBUFERA-INSTITUTO TIRSO MOLINA,40.391195251839,-3.6512544818025
58,10,1,1013,2261,478,AV.ALBUFERA-ALTO DEL ARENAL,40.389809864609,-3.6460805585138
58,10,1,1015,2560,299,AV.ALBUFERA-AV.PABLO NERUDA,40.388493665244,-3.6430070396482
58,10,1,1017,2867,307,AV.ALBUFERA-AV.RAFAEL ALBERTI,40.387087519343,-3.6398927315013
58,10,1,1019,3062,195,AV.ALBUFERA-AV.MIGUEL HERNANDEZ,40.386188463173,-3.6379284917371
58,10,1,4680,3644,582,AV. DE LA ALBUFERA-TRANVIA DE ARGANDA,40.383705493028,-3.6323679584828
58,10,1,1023,3856,212,AV.ALBUFERA N 430,40.38295227368,-3.6300695195804
58,10,1,4682,4189,333,CTRA.VICALVARO-VALLECAS-AV.DEMOCRACIA,40.383315938816,-3.6261439391754
58,10,1,1027,4343,154,SIERRA GUADALUPE,40.382510522314,-3.6251468878508
58,10,1,5163,4517,174,SIERRA DE GUADALUPE-SAN JAIME,40.381300156549,-3.6240636582361
58,10,1,4368,4765,248,SIERRA DE GADOR N 68,40.379842993394,-3.6219650786879
58,10,1,1032,5139,374,REAL DE ARGANDA-SIERRA DEL TORCAL,40.379406790432,-3.6176259026809
58,10,1,1034,5638,499,ENRIQUE G ALVAREZ-MONTE MONTJUICH,40.380256839743,-3.6136400804474
58,10,1,1036,5848,210,ENRIQUE G ALVAREZ-SIERRA GORDA,40.381927243438,-3.6146330424777
58,10,1,4691,6060,212,ENRIQUE G ALVAREZ-C DE VASARES,40.383770619017,-3.6152859769283
58,10,1,1038,6387,327,AV.STA.EUGENIA N 29,40.384552829915,-3.612187560476
58,10,1,2619,6619,232,AV.STA.EUGENIA N 13,40.385628379399,-3.6098245192577
58,10,1,1039,6845,226,SANTA EUGENIA,40.386458147849,-3.6079351701996
58,10,1,1040,7128,283,AV.MEDITERRANEO-PUENTELARRA,40.38469427638,-3.6058575902088
58,10,1,1041,7426,298,AV.MEDITERRANEO-VIRGEN DE LAS VIAS,40.382296995341,-3.6043046017442
58,10,1,4787,7666,240,FUENTESPINA-CENTRO DE SALUD,40.380462686597,-3.6036285010515
58,10,1,1042,7845,179,FUENTESPINA N 6,40.37992077016,-3.6056145573338
58,10,1,1043,8046,201,FUENTESPINA-AV.STA.EUGENIA,40.379251585157,-3.6078114840101
58,10,1,1044,8340,294,AV.STA.EUGENIA-VIRGEN DE LAS VIAS,40.380738505345,-3.6094411424891
58,10,1,1045,8534,194,AV.STA.EUGENIA N 47,40.382355030954,-3.610407603906
58,10,1,1046,8812,278,SANTA EUGENIA,40.384008708241,-3.6128635843318
58,20,1,1046,0,0,SANTA EUGENIA,40.384008708241,-3.6128635843318
58,20,1,4692,285,285,ENRIQUE G ALVAREZ-C DE VASARES,40.383633922929,-3.6155792600185
58,20,1,1037,483,198,ENRIQUE G ALVAREZ-SIERRA GORDA,40.381934999499,-3.6148687285804
58,20,1,1035,702,219,ENRIQUE G ALVAREZ-MONTE MONTJUICH,40.380183583147,-3.6138632447791
58,20,1,1033,1117,415,REAL DE ARGANDA-SIERRA DEL TORCAL,40.379551682605,-3.617485861521
58,20,1,1031,1475,358,PZA.JUAN MALASAA,40.380036548602,-3.6211528298539
58,20,1,4367,1758,283,JESUS DEL PINO N 24,40.381581138143,-3.6237481718817
58,20,1,4683,2152,394,CTRA.VICALVARO-VALLECAS-AV.DEMOCRACIA,40.383495535839,-3.6262516316116
58,20,1,1024,2481,329,AV.ALBUFERA N 323,40.383123647988,-3.6300322391319
58,20,1,4681,2695,214,AV.ALBUFERA-TRANVIA DE ARGANDA,40.383886321027,-3.6322494821896
58,20,1,1020,3296,601,AV.ALBUFERA-AV.MIGUEL HERNANDEZ,40.386405447809,-3.6377891603527
58,20,1,1018,3489,193,AV.ALBUFERA-AV.RAFAEL ALBERTI,40.387331401502,-3.6397772225485
58,20,1,1016,3805,316,AV.ALBUFERA-AV.PABLO NERUDA,40.388745930036,-3.6430047261045
58,20,1,1014,4097,292,SANTILLANA DEL MAR-ALTO DEL ARENAL,40.390307195324,-3.645751874337
58,20,1,1012,4596,499,AV.ALBUFERA-INSTITUTO TIRSO MOLINA,40.391419468894,-3.6514333781412
58,20,1,1010,4827,231,AV.ALBUFERA-AV.BUENOS AIRES,40.391674492315,-3.6541340198349
58,20,1,1008,5178,351,AV.ALBUFERA-PAYASO FOFO,40.392472459359,-3.6579852260625
58,20,1,1006,5475,297,AV.ALBUFERA-SIERRA DEL CADI,40.394032831885,-3.6608259475721
58,20,1,1004,5735,260,AV.ALBUFERA-SIERRA CARBONERA,40.395315439113,-3.6633907053849
58,20,1,1002,6004,269,JUNTA MUNICIPAL PUENTE DE VALLECAS,40.396705899977,-3.6659896166929
58,20,1,3576,6385,381,PTE.VALLECAS-M30,40.398678981599,-3.66909049166
58,20,1,1000,6515,130,PUENTE DE VALLECAS-TERMINAL,40.398001198831,-3.6694549637738
59,10,1,5707,0,0,ATOCHA-RENFE,40.406347953038,-3.6901496440185
59,10,1,1167,793,793,REINA SOFIA,40.40750792192,-3.6935261702295
59,10,1,1926,1329,536,PALOS DE LA FRONTERA,40.40361244795,-3.6971217143167
59,10,1,1927,1611,282,SANTA MARIA DE LA CABEZA,40.401519954445,-3.6990138756895
59,10,1,1928,1815,204,SANTA MARIA DE LA CABEZA,40.400213245111,-3.6990816686864
59,10,1,1168,2181,366,EMBAJADORES-BATALLA DEL SALADO,40.397297557553,-3.6970565754723
59,10,1,1188,2479,298,BEATA,40.394929198477,-3.6953943119606
59,10,1,1170,2868,389,LEGAZPI,40.391849453292,-3.695174110294
59,10,1,5718,3541,673,GLORIETA DE CADIZ,40.387463667331,-3.6993928150676
59,10,1,5719,3972,431,ALMENDRALES,40.383668684342,-3.698266170896
59,10,1,5720,4184,212,AVENIDA DE CORDOBA,40.381816503193,-3.6976580090566
59,10,1,1132,4791,607,HOSPITAL 12 DE OCTUBRE,40.37652079743,-3.6959000221335
59,10,1,5378,4976,185,GLORIETA DE MALAGA,40.375028088395,-3.6954370417967
59,10,1,1135,5495,519,SAN FERMIN-ORCASUR,40.370374684334,-3.6947295947069
59,10,1,1137,5768,273,AVENIDA DE ANDALUCIA-AVENIDA LOS ROSALES,40.367925374635,-3.6945395473818
59,10,1,1172,6591,823,AV.ANDALUCIA-VERBENA DE LA PALOMA,40.360543162093,-3.6936758961237
59,10,1,4662,6798,207,AV.ANDALUCIA-DULZURA,40.358688483023,-3.6934790581923
59,10,1,1174,7112,314,AV.ANDALUCIA-BOHEMIOS,40.355860738978,-3.6932969950419
59,10,1,4664,7464,352,AV.ANDALUCIA-ANOETA,40.352689965005,-3.6932291931129
59,10,1,1176,7715,251,AV.ANDALUCIA-ALCOCER,40.350428369088,-3.6932837510222
59,10,1,1178,8587,872,MARIA DROC-SAN DALMACIO,40.344509690522,-3.6932396330866
59,10,1,1179,8840,253,BURJASOT-BENIFERRI,40.34510792585,-3.6911263765344
59,10,1,1180,9327,487,SAN CRISTOBAL,40.342664332411,-3.6884640794937
59,20,1,1180,0,0,SAN CRISTOBAL,40.342664332411,-3.6884640794937
59,20,1,1181,470,470,ROCAFORT-MONCADA,40.341940373203,-3.6920253552623
59,20,1,1177,1527,1057,AV.ANDALUCIA-ALCOCER,40.350863147371,-3.6928925520078
59,20,1,4665,1692,165,AV.ANDALUCIA-ANOETA,40.352349688819,-3.6928842161122
59,20,1,1175,2112,420,AV.ANDALUCIA-SAHARA,40.356142330673,-3.692911262781
59,20,1,4663,2345,233,AV.ANDALUCIA-DULZURA,40.358240459352,-3.6930740623364
59,20,1,1173,2623,278,AV.ANDALUCIA-CONCILIACION,40.36074326225,-3.6933587888508
59,20,1,1138,3449,826,AVENIDA DE ANDALUCIA-AVENIDA LOS ROSALES,40.368153626556,-3.694035421487
59,20,1,1136,3677,228,SAN FERMIN-ORCASUR,40.370215283662,-3.6942697660275
59,20,1,1134,4041,364,AVENIDA DE ANDALUCIA-SAN FERMIN,40.373456508847,-3.694605758735
59,20,1,5379,4256,215,GLORIETA DE.MALAGA,40.375357560271,-3.6945805181699
59,20,1,5380,4494,238,HOSPITAL 12 DE OCTUBRE,40.37675679577,-3.6956067761158
59,20,1,5702,5104,610,AVENIDA DE CORDOBA,40.382061798506,-3.6973177192839
59,20,1,5703,5322,218,ALMENDRALES,40.384005224497,-3.6977347838114
59,20,1,5704,5736,414,GLORIETA DE CADIZ,40.387592413741,-3.698959400903
59,20,1,3858,6459,723,P DELICIAS-PZA.LEGAZPI,40.392302423514,-3.6947545964944
59,20,1,1182,6793,334,BEATA,40.395304137708,-3.6944673060723
59,20,1,5036,7064,271,DELICIAS-CACERES,40.397729452946,-3.6941505047636
59,20,1,1183,7342,278,ESTACION DE DELICIAS,40.400226543856,-3.6938827330187
59,20,1,1184,7617,275,METRO PALOS DE LA FRONTERA,40.402688037866,-3.6935415143369
59,20,1,5360,8069,452,P DELICIAS-PZA.EMPERADOR CARLOS V,40.406762316547,-3.693169678433
59,20,1,5707,8772,703,ATOCHA-RENFE,40.406347953038,-3.6901496440185
60,10,1,2588,0,0,PLAZA CEBADA,40.410783846361,-3.7089296322523
60,10,1,547,257,257,Toledo-Humilladero,40.408801183508,-3.7105104664854
60,10,1,2589,429,172,Toledo-La Paloma,40.407426143854,-3.71143410681
60,10,1,2358,928,499,EL RASTRO,40.405781229716,-3.7078919226813
60,10,1,2356,1281,353,EMBAJADORES-RONDA DE TOLEDO,40.405049202085,-3.7038420756252
60,10,1,2591,1462,181,EMBAJADORES,40.404364943353,-3.7022911579762
60,10,1,2818,1880,418,EMBAJADORES-SANTA MARIA DE LA CABEZA,40.401191418519,-3.6997104531589
60,10,1,5623,2275,395,P STA.M CABEZA-P ESPERANZA,40.398267922157,-3.7019544186535
60,10,1,2536,3195,920,P STA.M CABEZA-MARIBLANCA,40.391723531759,-3.7084987694821
60,10,1,2538,3588,393,P STA.M CABEZA-BALEARES,40.390041011349,-3.71254598
60,10,1,2540,3927,339,P STA.M CABEZA-ZUJAR,40.387834515131,-3.7153503496744
60,10,1,3135,4232,305,ANTONIO LEYVA-PZA.FDEZ.LADREDA,40.386037936018,-3.7174166592795
60,10,1,5050,4543,311,MARCELO USERA-PZA.FDEZ.LADREDA,40.385080538727,-3.7163579663443
60,10,1,2429,4887,344,MARCELO USERA-AV.RAFAELA YBARRA,40.385078620594,-3.7122934011449
60,10,1,1947,5243,356,JUNTA MUNICIPAL USERA,40.382318480557,-3.7113807660857
60,10,1,1949,5480,237,RAFAELA YBARRA,40.380191699764,-3.7114879787015
60,10,1,1951,5701,221,RAFAELA YBARRA-PARQUE DE LA PALOMA,40.378242207703,-3.7120647208445
60,10,1,1953,5984,283,RAFAELA YBARRA-PRADOLONGO,40.375726372797,-3.7124422770733
60,10,1,1955,6207,223,RAFAELA YBARRA-POLIDEPORTIVO,40.373834533473,-3.7124341304502
60,10,1,1957,6409,202,CESTONA,40.372086465386,-3.71248639432
60,10,1,3075,6601,192,LEIZA-AV.RAFAELA YBARRA,40.370912394872,-3.712956960653
60,10,1,3152,6778,177,LEIZA-GUETARIA,40.370890515049,-3.7150415808662
60,10,1,4277,7326,548,Guetaria-Regil,40.368435628581,-3.7157588514575
60,10,1,3171,7602,276,ORDICIA-GUETARIA,40.36657578888,-3.7149465125567
60,10,1,3189,7781,179,ORDICIA-AV.RAFAELA YBARRA,40.366588788116,-3.7128407311551
60,10,1,5008,8027,246,SIMCA-TALBOT,40.366342255814,-3.7104471943042
60,10,1,5010,8203,176,SIMCA-HORIZON,40.366354985505,-3.7083720390288
60,10,1,5012,8559,356,ORCASITAS,40.366504933112,-3.7059496846992
60,20,1,5012,0,0,ORCASITAS,40.366504933112,-3.7059496846992
60,20,1,5011,253,253,SIMCA-HORIZON,40.366522739386,-3.7089297197453
60,20,1,5009,450,197,SIMCA-DODGE,40.366508493292,-3.7112498476563
60,20,1,3736,583,133,AV.RAFAELA YBARRA-SIMCA,40.366817801125,-3.7122259710077
60,20,1,5007,752,169,ALZOLA-AV.RAFAELA YBARRA,40.368201804152,-3.7127752774166
60,20,1,1960,1044,292,GUETARIA-ALZOLA,40.368455168666,-3.7155128897587
60,20,1,1961,1372,328,GUETARIA-LESACA,40.371410344047,-3.7154770055214
60,20,1,1962,1552,180,GUETARIA-TOLOSA,40.373031821615,-3.7155000451062
60,20,1,1963,1847,295,AVENIDA DE LOS POBLADOS-RAFAELA YBARRA,40.373459815456,-3.7133018495454
60,20,1,4814,2039,192,RAFAELA YBARRA-POLIDEPORTIVO,40.373844811587,-3.7122281003696
60,20,1,4815,2292,253,RAFAELA YBARRA-PRADOLONGO,40.37598129255,-3.7120091130805
60,20,1,1952,2524,232,RAFAELA YBARRA-PARQUE DE LA PALOMA,40.378008387991,-3.7119974687795
60,20,1,1950,2733,209,RAFAELA YBARRA,40.379841096606,-3.711366486383
60,20,1,1948,2968,235,AV.RAFAELA YBARRA-DOLORES BARRANCO,40.381888033397,-3.711058158055
60,20,1,2428,3397,429,MARCELO USERA-AV.RAFAELA YBARRA,40.385275353742,-3.712531100108
60,20,1,2596,3764,367,P STA.M CABEZA-PZA.FDEZ.LADREDA,40.385513510624,-3.7162706588708
60,20,1,2541,4011,247,P STA.M CABEZA-ZUJAR,40.387296634825,-3.7149205183153
60,20,1,2539,4383,372,P STA.M CABEZA-MANUEL NOYA,40.389657641738,-3.7118939244725
60,20,1,2537,4800,417,P STA.M CABEZA-MARIBLANCA,40.391539694227,-3.7076249437945
