line,secDetail,orderDetail,node,distance,distancePreviousStop,latitude,longitude
2,19,1,2257,1902,0,40.420349303995,-3.6761831297144
2,19,1,2226,2032,0,40.421520990189,-3.6760934880311
2,19,1,2223,2161,0,40.421602179163,-3.6776137322066
2,19,1,2220,2282,0,40.421623768487,-3.6800740372576
2,19,1,2230,2370,0,40.421418449575,-3.6812837390742
2,19,1,15700,2476,0,40.421259815769,-3.682213360127
2,19,1,6213,2557,0,40.421259815769,-3.682213360127
2,19,1,6219,2592,0,40.421329524387,-3.6826136648521
2,19,1,6225,2627,0,40.421417248405,-3.6830141526132
2,19,1,6224,2644,0,40.421452049251,-3.6832231459426
2,19,1,6223,2665,0,40.420542633759,-3.6861832131669
2,19,1,14740,2938,0,40.420506061482,-3.686273605154
2,19,1,19500,2946,0,40.42038567664,-3.6868240348482
2,19,1,19499,2995,0,40.420265296199,-3.6873732838737
2,19,1,7429,3043,0,40.420218761305,-3.687623882465
2,19,1,7432,3065,0,40.420222655925,-3.6884832257552
2,19,1,16445,3140,0,40.420222655925,-3.6884832257552
2,19,1,7426,3182,0,40.420119328932,-3.6891929532608
2,19,1,15883,3212,0,40.419845836904,-3.6897335596464
2,19,1,7444,3268,0,40.419714216937,-3.6906539853832
2,19,1,2275,3347,0,40.419685339529,-3.6909636969665
2,19,1,2281,3374,0,40.419600733344,-3.6915533760557
2,19,1,11386,3425,0,40.419525972166,-3.6920028856083
2,19,1,11385,3464,0,40.419516364071,-3.6921029792482
2,19,1,7254,3472,0,40.419516364071,-3.6921029792482
2,19,1,5621,3512,0,40.419539435996,-3.6927633049886
2,19,1,11466,3528,0,40.419539435996,-3.6927633049886
2,19,1,11465,3551,0,40.419546826706,-3.6930333101997
2,19,1,11430,3575,0,40.419407134231,-3.6937933353059
2,19,1,7310,3619,0,40.419288518443,-3.694043185472
2,19,1,7316,3644,0,40.419196743219,-3.6943239575428
2,19,1,2289,3670,0,40.419028578412,-3.6953229635077
2,19,1,2293,3757,0,40.418972592486,-3.6956441778864
2,19,1,16774,3785,0,40.41889860311,-3.6959628487607
2,19,1,16773,3813,0,40.418852347773,-3.6961639329958
2,19,1,7539,3831,0,40.418852347773,-3.6961639329958
2,19,1,7538,3897,0,40.41886567061,-3.6969432035579
2,19,1,7121,3917,0,40.418954553398,-3.6971433245654
2,19,1,2287,3947,0,40.419069735742,-3.6974639473542
2,19,1,2282,4023,0,40.419298837811,-3.6983138177407
2,19,1,2270,4154,0,40.419731567698,-3.6997539902552
2,19,1,7137,4288,0,40.419998846387,-3.7017335042912
2,19,1,17361,4326,0,40.419998846387,-3.7017335042912
2,19,1,17362,4357,0,40.420032639984,-3.7021028007828
2,19,1,2266,4380,0,40.420040001695,-3.7023739873401
2,19,1,2264,4391,0,40.420048222303,-3.7025037341683
2,19,1,2263,4442,0,40.420089681573,-3.7030935354809
2,19,1,2261,4480,0,40.420131991462,-3.7035430762178
2,19,1,2260,4522,0,40.420156031668,-3.704033682999
2,19,1,2256,4597,0,40.420222740635,-3.7049137202239
2,19,1,2253,4654,0,40.42027270681,-3.7055837678985
2,19,1,2252,4670,0,40.420280556857,-3.7057736275854
2,19,1,2250,4688,0,40.42029729259,-3.7059836188448
2,19,1,2249,4695,0,40.420305811481,-3.7060638624743
2,19,1,2244,4747,0,40.420591104829,-3.7065536685249
2,19,1,7630,4793,0,40.420840723053,-3.7069841675548
2,19,1,16971,4827,0,40.421037025121,-3.7072938781027
2,19,1,16972,4884,0,40.421367232205,-3.7078042043834
2,19,1,2218,4911,0,40.421518858451,-3.7080533342635
2,19,1,7638,5047,0,40.422304100471,-3.7092839611406
2,19,1,2167,5153,0,40.422919829142,-3.7102428903514
2,19,1,15881,5230,0,40.423357021316,-3.7109335485894
2,19,1,15882,5287,0,40.423787173992,-3.7113035068487
2,19,1,17033,5365,0,40.424378626429,-3.7118130912426
2,19,1,17034,5411,0,40.424737319351,-3.7120832861113
2,19,1,1989,5493,0,40.425364924986,-3.7125732260332
2,19,1,1950,5565,0,40.425938965507,-3.7129836270386
2,19,1,17028,5622,0,40.426387440616,-3.7133031157785
2,19,1,17029,5671,0,40.426782104908,-3.7135831377777
2,19,1,7485,5712,0,40.427095991933,-3.7138139756562
2,19,1,1861,5756,0,40.427445737031,-3.7140734877748
2,19,1,1813,5891,0,40.428468866538,-3.7132437636116
2,19,1,1742,6019,0,40.429482429661,-3.7125035102279
2,19,1,1680,6107,0,40.430170185609,-3.7120038352474
2,19,1,1637,6210,0,40.431089898881,-3.7118732427624
2,19,1,1606,6281,0,40.431729838457,-3.7118234020031
2,19,1,1536,6417,0,40.432946717155,-3.7117136219356
2,19,1,1483,6551,0,40.434145520827,-3.7116130795566
2,19,1,1444,6608,0,40.434668344561,-3.7115631788445
2,19,1,1438,6615,0,40.434731468119,-3.7115532333422
2,19,1,1400,6671,0,40.43518059006,-3.7103035085512
2,19,1,1405,6774,0,40.435091375063,-3.7086932322704
2,19,1,1404,6910,0,40.435091375063,-3.7086932322704
2,19,1,1352,7031,0,40.436163987335,-3.7086030989564
2,19,1,1295,7171,0,40.437425904216,-3.7084937275636
2,19,1,1240,7322,0,40.438786984536,-3.708373602633
2,19,1,1208,7398,0,40.439471963688,-3.7083241967965
2,19,1,1184,7460,0,40.440030826275,-3.7082734664159
2,19,1,1163,7513,0,40.440508541689,-3.7082336746045
2,19,1,15142,7546,0,40.440796952354,-3.7082131194506
2,19,1,1111,7790,0,40.441596066156,-3.7115831641487
2,19,1,1128,8001,0,40.441255465851,-3.7127633983529
2,19,1,1125,8113,0,40.441255465851,-3.7127633983529
2,19,1,5122,8200,0,40.441312231136,-3.7137839283472
2,19,1,5121,8245,0,40.441489076225,-3.7143234746308
2,19,1,1123,8267,0,40.441489076225,-3.7143234746308
2,19,1,1091,8372,0,40.442213850064,-3.7151235195879
2,19,1,1073,8448,0,40.442708227028,-3.7153032708339
2,19,1,14645,8571,0,40.443816320974,-3.7153032260206
2,19,1,14644,8659,0,40.444539253469,-3.7149441691164
2,19,1,1005,8694,0,40.444854689789,-3.7149239280349
2,19,1,6587,8795,0,40.445764841482,-3.7148828668896
2,19,1,10208,8868,0,40.445878013438,-3.7140633497214
2,19,1,10209,8906,0,40.445979762496,-3.7136340215408
2,19,1,988,9019,0,40.445626870895,-3.712423982028
2,29,1,1006,21,0,40.444770595178,-3.7124939452816
